CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2019-05-21,02:00:00,2019-05-21 02:00:00,BRONX,10467,40.87432,-73.877365,"(40.87432, -73.877365)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4136002,9845596,B21A8DE4-55BE-4066-8BDF-968B06E41213,OCCUPANT,UNSPECIFIED,18939696.0,36.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-05-16,10:00:00,2019-05-16 10:00:00,MANHATTAN,10011,40.739246,-73.99719,"(40.739246, -73.99719)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4137593,9855121,86286143-BAA7-43F7-87A2-6F16259E6BD6,OCCUPANT,UNSPECIFIED,18944410.0,74.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-05-11,19:10:00,2019-05-11 19:10:00,MANHATTAN,10034,40.864113,-73.92126,"(40.864113, -73.92126)",WEST 204 STREET,POST AVENUE,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4131754,9825533,5859340A-C565-4B98-889A-AC2EFF3FF5C8,OCCUPANT,UNSPECIFIED,18929775.0,22.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-05-04,16:00:00,2019-05-04 16:00:00,BRONX,10462,40.833984,-73.85365,"(40.833984, -73.85365)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4125945,9801966,67AB5781-0FF4-41B6-A1FA-430C97EF6805,OCCUPANT,UNSPECIFIED,18918197.0,45.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-05-03,00:15:00,2019-05-03 00:15:00,BROOKLYN,11207,40.675735,-73.89686,"(40.675735, -73.89686)",ATLANTIC AVENUE,PENNSYLVANIA AVENUE,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4124590,9795085,91DF0AA9-6B5D-4302-B56A-D38EE54180C1,OCCUPANT,UNSPECIFIED,18914846.0,42.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-05-17,07:37:00,2019-05-17 07:37:00,BROOKLYN,11210,40.63825,-73.941444,"(40.63825, -73.941444)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,PK,,4133672,9834648,43A2EF49-DB82-4B43-AD4B-D5650668BE0C,OCCUPANT,UNSPECIFIED,18934317.0,19.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"ANY PERSON IN THE REAR OF A STATION WAGON, PICK-UP TRUCK, ALL PASSENGERS ON A BUS, ETC",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-05-16,15:55:00,2019-05-16 15:55:00,BROOKLYN,11203,40.65142,-73.93716,"(40.65142, -73.93716)",CHURCH AVENUE,EAST 43 STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4133668,9834661,F3AA2B4F-2AD9-449E-B4BB-8D7B893DE30C,OCCUPANT,UNSPECIFIED,18934321.0,69.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-05-04,17:50:00,2019-05-04 17:50:00,QUEENS,11358,40.76259,-73.80464,"(40.76259, -73.80464)",NORTHERN BOULEVARD,161 STREET,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4125515,9799405,2D1B0F16-1D46-4939-A009-934F95FFE77E,OCCUPANT,UNSPECIFIED,18916941.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-05-14,16:20:00,2019-05-14 16:20:00,NONE,,40.753407,-73.852356,"(40.753407, -73.852356)",GRAND CENTRAL PKWY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4133735,9834600,764AB8C7-EC2E-4F87-A7B9-8DB5223207C0,OCCUPANT,UNSPECIFIED,18934291.0,40.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-05-25,14:45:00,2019-05-25 14:45:00,MANHATTAN,10034,40.86369,-73.91707,"(40.86369, -73.91707)",WEST 207 STREET,9 AVENUE,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4138707,9852142,7DC35272-FF27-4B94-BBAA-C862B13F5F84,OCCUPANT,UNSPECIFIED,18942946.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-05-18,11:59:00,2019-05-18 11:59:00,NONE,,40.8059,-73.92523,"(40.8059, -73.92523)",WILLIS AVENUE,BRUCKNER BOULEVARD,0.0,0.0,0,0,0,0,0,0,TURNING IMPROPERLY,OTHER VEHICULAR,PICK-UP TRUCK,SEDAN,4134148,9836705,AEE8BA7E-6F63-4316-BCC9-1198E439C66A,OCCUPANT,UNSPECIFIED,18935330.0,62.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-05-14,09:25:00,2019-05-14 09:25:00,NONE,,40.741234,-73.84573,"(40.741234, -73.84573)",GRAND CENTRAL PKWY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSAFE LANE CHANGING,SEDAN,SEDAN,4133583,9834575,A2484700-522A-4B90-AD8B-6B925356E9AD,OCCUPANT,UNSPECIFIED,18934282.0,44.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-05-10,10:15:00,2019-05-10 10:15:00,QUEENS,11105,40.769985,-73.906685,"(40.769985, -73.906685)",23 AVENUE,SOUND STREET,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,SEDAN,BUS,4130418,9821604,F2495059-4BDF-4582-9E34-4A045215D453,OCCUPANT,UNSPECIFIED,18927839.0,10.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,UNKNOWN,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,U,2019,MOTORIST
2019-05-25,13:20:00,2019-05-25 13:20:00,QUEENS,11354,40.768993,-73.83364,"(40.768993, -73.83364)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4138795,9872173,2B573413-9F54-46C6-845B-D916A03C75E9,OCCUPANT,UNSPECIFIED,18952900.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-05-04,13:30:00,2019-05-04 13:30:00,NONE,,40.711227,-73.72826,"(40.711227, -73.72826)",CROSS ISLAND PARKWAY,HEMPSTEAD AVENUE,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4125795,9802945,789A95EC-CDD0-481A-9F10-384C2C12FEE0,OCCUPANT,UNSPECIFIED,18918664.0,49.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-05-11,09:00:00,2019-05-11 09:00:00,QUEENS,11429,40.714787,-73.74164,"(40.714787, -73.74164)",99 AVENUE,217 STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4129464,9817677,03725C4F-81DC-4FA7-8BE4-9911DD25A776,OCCUPANT,UNSPECIFIED,18925925.0,19.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-27,12:20:00,2019-04-27 12:20:00,NONE,,40.72956,-73.87145,"(40.72956, -73.87145)",WOODHAVEN BOULEVARD,ELIOT AVENUE,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4121461,9780898,A7FAD97B-0A0A-452F-913A-F399912AE73A,OCCUPANT,UNSPECIFIED,18907863.0,36.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-04-13,20:30:00,2019-04-13 20:30:00,MANHATTAN,10002,40.71524,-73.996666,"(40.71524, -73.996666)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,PICK-UP TRUCK,4115044,9790542,52C7D72C-C75D-45F0-98B1-2D678B17C93E,OCCUPANT,UNSPECIFIED,18912654.0,28.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-09,11:15:00,2019-04-09 11:15:00,NONE,,40.87656,-73.90436,"(40.87656, -73.90436)",MAJOR DEEGAN EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,BOX TRUCK,,4111946,9089851,ED45CFD3-288A-402C-9AAD-CA8D1C29CD81,OCCUPANT,UNSPECIFIED,18566997.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-04-20,22:55:00,2019-04-20 22:55:00,BRONX,10469,40.878613,-73.849464,"(40.878613, -73.849464)",HICKS STREET,FENTON AVENUE,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,SEDAN,4118723,9768625,66BEACDB-60E5-4EE7-A7D3-7EDD2C6ED5ED,OCCUPANT,UNSPECIFIED,18901781.0,24.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,AIR BAG DEPLOYED/CHILD RESTRAINT,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-27,14:20:00,2019-04-27 14:20:00,MANHATTAN,10027,40.810173,-73.95117,"(40.810173, -73.95117)",WEST 125 STREET,8 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4121775,9781869,A83D30DC-F952-41B3-90AF-A1610291F04E,OCCUPANT,UNSPECIFIED,18908324.0,48.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-04-04,08:12:00,2019-04-04 08:12:00,BRONX,10453,40.853813,-73.90734,"(40.853813, -73.90734)",WEST BURNSIDE AVENUE,JEROME AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4108501,9096482,66851667-8A7A-4D3E-904B-85D7429972F0,OCCUPANT,UNSPECIFIED,18570260.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-04-09,05:30:00,2019-04-09 05:30:00,NONE,,40.863884,-73.91069,"(40.863884, -73.91069)",MAJOR DEEGAN EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,PAVEMENT SLIPPERY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,DUMP,4112195,9156966,353AA851-9B54-4DEB-9731-398AECDAAC5B,OCCUPANT,UNSPECIFIED,18600235.0,43.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-26,08:35:00,2019-04-26 08:35:00,NONE,,40.6742,-73.999985,"(40.6742, -73.999985)",BROOKLYN QUEENS EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,PICK-UP TRUCK,4122407,9785525,651BAAFF-DD18-4D8C-9735-605B98F5D95F,OCCUPANT,UNSPECIFIED,18910125.0,,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-04-12,20:00:00,2019-04-12 20:00:00,QUEENS,11411,40.693226,-73.73404,"(40.693226, -73.73404)",227 STREET,LINDEN BOULEVARD,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,BOX TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4114574,9752384,0F8A596D-FCD9-411A-9E5B-94AE76239873,OCCUPANT,UNSPECIFIED,18893725.0,26.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-04-25,19:00:00,2019-04-25 19:00:00,BROOKLYN,11222,40.730133,-73.95503,"(40.730133, -73.95503)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4120665,9776715,ECDFD298-DF3B-4997-B518-90D358C4EA53,OCCUPANT,UNSPECIFIED,18905791.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-04-10,21:45:00,2019-04-10 21:45:00,MANHATTAN,10165,40.75258,-73.97879,"(40.75258, -73.97879)",,,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,STATION WAGON/SPORT UTILITY VEHICLE,,4112755,9851841,0CC6DA70-646B-43AB-95BE-78AF5D2C8028,OCCUPANT,UNSPECIFIED,,,,,,,,,WITNESS,,2019,MOTORIST
2019-04-08,14:00:00,2019-04-08 14:00:00,NONE,,40.781677,-73.83871,"(40.781677, -73.83871)",130 STREET,,1.0,0.0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,MOTORCYCLE,STATION WAGON/SPORT UTILITY VEHICLE,4111326,9365197,A87E6F22-2DD1-43C4-9E9F-5824456EF148,OCCUPANT,UNSPECIFIED,18702584.0,39.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2019,MOTORIST
2019-04-30,07:00:00,2019-04-30 07:00:00,QUEENS,11372,40.750015,-73.87583,"(40.750015, -73.87583)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,,4123495,9788706,8BB1DB8A-0635-4059-B29E-7FD5E7553BA2,OCCUPANT,UNSPECIFIED,18911726.0,43.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-04-06,08:56:00,2019-04-06 08:56:00,BROOKLYN,11234,40.63554,-73.92284,"(40.63554, -73.92284)",FARRAGUT ROAD,EAST 56 STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4110061,9116657,14201940-CE2A-4E24-9EC7-2130072F3362,OCCUPANT,UNSPECIFIED,18580356.0,37.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-20,12:15:00,2019-04-20 12:15:00,NONE,,40.74281,-73.99659,"(40.74281, -73.99659)",7 AVENUE,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4118646,9767187,FD912059-84D9-4A4A-9416-96DADB0F2111,OCCUPANT,UNSPECIFIED,18901063.0,37.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-04-24,07:35:00,2019-04-24 07:35:00,NONE,,40.667095,-73.92276,"(40.667095, -73.92276)",EAST NEW YORK AVENUE,,1.0,0.0,0,0,0,0,1,0,OTHER VEHICULAR,OTHER VEHICULAR,TAXI,SEDAN,4120130,9774529,DB2AF6EA-B32D-4C24-87A9-18EF13F3372B,OCCUPANT,UNSPECIFIED,18904721.0,61.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-17,08:00:00,2019-04-17 08:00:00,NONE,,40.76465,-73.823494,"(40.76465, -73.823494)",PARSONS BOULEVARD,,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,PASSING TOO CLOSELY,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4116595,9760510,47B4CB13-B85F-4DE8-8E91-B0542022073C,OCCUPANT,UNSPECIFIED,18897696.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-04-18,14:45:00,2019-04-18 14:45:00,MANHATTAN,10032,40.835037,-73.94138,"(40.835037, -73.94138)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,UNSPECIFIED,SEDAN,,4117534,9763268,4418FB49-E9FF-49A9-A055-36C1CAB050D2,OCCUPANT,UNSPECIFIED,18899089.0,25.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-04-19,16:36:00,2019-04-19 16:36:00,QUEENS,11411,40.696217,-73.7436,"(40.696217, -73.7436)",LINDEN BOULEVARD,SPRINGFIELD BOULEVARD,1.0,0.0,0,0,0,0,1,0,LOST CONSCIOUSNESS,UNSPECIFIED,SEDAN,SEDAN,4117728,9765250,E4A82224-FB18-4D0B-89A0-8F36F01AB901,OCCUPANT,UNSPECIFIED,18900090.0,64.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-04-13,08:43:00,2019-04-13 08:43:00,MANHATTAN,10029,40.79157,-73.94469,"(40.79157, -73.94469)",EAST 106 STREET,3 AVENUE,1.0,0.0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,,STATION WAGON/SPORT UTILITY VEHICLE,,4115460,9752683,E06F99C5-3703-449F-B367-4268A4868604,OCCUPANT,UNSPECIFIED,18893865.0,13.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-04-24,08:30:00,2019-04-24 08:30:00,BRONX,10462,40.843796,-73.85345,"(40.843796, -73.85345)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,PICK-UP TRUCK,4120439,9777000,9EE80DB5-DB0B-4C1C-8805-2F7D8316BB22,OCCUPANT,UNSPECIFIED,18905918.0,32.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-04-11,15:08:00,2019-04-11 15:08:00,QUEENS,11103,40.759724,-73.92061,"(40.759724, -73.92061)",BROADWAY,37 STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,BOX TRUCK,4114645,9752077,E365D5D7-C5D7-4B5D-995A-6C10633B8639,OCCUPANT,UNSPECIFIED,18893576.0,44.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-04-16,07:03:00,2019-04-16 07:03:00,MANHATTAN,10013,40.720375,-74.003265,"(40.720375, -74.003265)",GREENE STREET,CANAL STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,UNSPECIFIED,BOX TRUCK,BOX TRUCK,4115634,9755919,5CE7AB37-67B4-4B7F-846C-57CB51EDCC16,OCCUPANT,UNSPECIFIED,18895480.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-04-25,06:28:00,2019-04-25 06:28:00,BRONX,10469,40.875492,-73.86052,"(40.875492, -73.86052)",EAST GUN HILL ROAD,BRONXWOOD AVENUE,1.0,0.0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4120393,9778093,F88255AA-3A0E-4EAB-8345-F2B1283A1F45,OCCUPANT,UNSPECIFIED,18906463.0,45.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-04-18,17:40:00,2019-04-18 17:40:00,MANHATTAN,10038,40.710983,-74.00052,"(40.710983, -74.00052)",PEARL STREET,SAINT JAMES PLACE,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4117491,12722700,1A811C62-EDC0-459D-8ACC-EBC06883CE09,OCCUPANT,UNSPECIFIED,20505363.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-07,15:50:00,2019-04-07 15:50:00,BROOKLYN,11211,40.71337,-73.934814,"(40.71337, -73.934814)",MORGAN AVENUE,GRAND STREET,1.0,0.0,0,0,0,0,1,0,BRAKES DEFECTIVE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4110518,9164230,6EA3225E-0062-457D-9629-F111C9869249,OCCUPANT,UNSPECIFIED,18603785.0,34.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-05-01,11:30:00,2019-05-01 11:30:00,BROOKLYN,11210,40.625973,-73.95425,"(40.625973, -73.95425)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,BUS,STATION WAGON/SPORT UTILITY VEHICLE,4123764,9791608,97839A09-0BAE-4987-B54F-84C20192FFB5,OCCUPANT,UNSPECIFIED,18913173.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-04-10,18:33:00,2019-04-10 18:33:00,BROOKLYN,11207,40.67677,-73.88949,"(40.67677, -73.88949)",ATLANTIC AVENUE,SCHENCK AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,PK,4113258,8933928,255BA0C2-13E5-446D-9539-F2C378D8E50F,OCCUPANT,UNSPECIFIED,18489741.0,39.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-04-24,19:30:00,2019-04-24 19:30:00,QUEENS,11428,40.728733,-73.73717,"(40.728733, -73.73717)",BRADDOCK AVENUE,WINCHESTER BOULEVARD,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4120160,9776235,31B372BD-941E-43D7-9047-2C8BDAAEB095,OCCUPANT,UNSPECIFIED,18905548.0,56.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-04-21,09:02:00,2019-04-21 09:02:00,BROOKLYN,11207,40.664944,-73.89512,"(40.664944, -73.89512)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,TAXI,4118980,9771245,EAC84C71-2353-4738-9CC4-725F7DB49F15,OCCUPANT,UNSPECIFIED,18903078.0,28.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-04-07,16:30:00,2019-04-07 16:30:00,BRONX,10469,40.862694,-73.83915,"(40.862694, -73.83915)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4111893,9109119,4CECADFB-5F24-4644-9A45-0C882006BB3A,OCCUPANT,UNSPECIFIED,18576547.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-04-28,12:03:00,2019-04-28 12:03:00,NONE,,40.751575,-73.982285,"(40.751575, -73.982285)",5 AVENUE,,1.0,0.0,0,0,0,0,1,0,TIRE FAILURE/INADEQUATE,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4122396,9783122,82BED5FE-66EF-46E7-BD8F-59D8290D9642,OCCUPANT,UNSPECIFIED,18908942.0,0.0,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-04-17,14:30:00,2019-04-17 14:30:00,BROOKLYN,11221,40.690926,-73.92066,"(40.690926, -73.92066)",BUSHWICK AVENUE,GATES AVENUE,1.0,0.0,0,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,BIKE,4117240,9761522,2236A674-48A2-4E3D-9314-F913EA6B3711,BICYCLIST,INJURED,18898200.0,18.0,NOT EJECTED,CONSCIOUS,FACE,UNKNOWN,,COMPLAINT OF PAIN OR NAUSEA,DRIVER,M,2019,CYCLIST
2019-04-13,11:11:00,2019-04-13 11:11:00,BRONX,10459,40.818333,-73.892876,"(40.818333, -73.892876)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,PICK-UP TRUCK,TRACTOR TRUCK DIESEL,4114306,9749472,46C3C0FB-52D5-4296-B9EA-58896B4ADF49,OCCUPANT,UNSPECIFIED,18892295.0,0.0,,,,,,,REGISTRANT,,2019,MOTORIST
2019-04-13,15:30:00,2019-04-13 15:30:00,BRONX,10452,40.844795,-73.92263,"(40.844795, -73.92263)",UNIVERSITY AVENUE,CROSS BRONX EXPRESSWAY,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4114178,9749959,5FC6A33C-E5C1-4595-BC4B-25E108235E85,OCCUPANT,UNSPECIFIED,18892534.0,22.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
